category,keyword,importance_score,avg_tfidf,std_tfidf
インフラ,手当,0.09360856931113574,0.08732027645652221,0.072014119856166
インフラ,制度,0.08824406189945214,0.08436524284770422,0.04597650549942624
インフラ,できる,0.08249946041265586,0.07933573616891801,0.03987766921330136
インフラ,キャリア,0.08213091015093162,0.07723760136540996,0.0633539713690939
インフラ,プロジェクト,0.0778895450980135,0.07469169452099514,0.04281400492419516
インフラ,以上,0.07587968050287978,0.07333672385918173,0.0346750783220277
インフラ,当社,0.07482938229436664,0.07214492746143668,0.03720919720052222
インフラ,年収,0.07328107257340452,0.06863528096409227,0.06768809778374434
インフラ,業務,0.0729585961758088,0.06995403847991169,0.042950453772013474
インフラ,賞与,0.07095102901695353,0.06719556498700216,0.05588856988817342
インフラ,構築,0.07085103336444121,0.06717141732724956,0.054779490795394264
インフラ,取得,0.07029339467168785,0.06716036157265169,0.04665003322900458
インフラ,インフラ,0.06875172460049996,0.06410758867390778,0.0724428421448701
インフラ,社員,0.06860268866167346,0.06599213053573802,0.0395586277445868
インフラ,技術,0.06829944275092013,0.06494938156887714,0.05157957013786728
インフラ,長生,0.06556571033273971,0.06173176208454073,0.06210657396995155
インフラ,比企,0.06556571033273971,0.06173176208454073,0.06210657396995155
インフラ,運用,0.06153153061762421,0.0576961771731459,0.06647500115940846
インフラ,ゲーム,0.06039282554588707,0.052852088167867704,0.14267624306666243
インフラ,設計,0.05644932890986688,0.054196271648185614,0.041572181870866684
インフラ,中央,0.055974558831500994,0.05424892692413756,0.03180951228356243
インフラ,データ,0.0540221697112096,0.04666177142797855,0.15773936689462528
インフラ,支援,0.05373907209011479,0.051049682563845525,0.05268180703975514
インフラ,秩父,0.05355538102141212,0.05102111611519934,0.0496709029353792
インフラ,サポート,0.05286972840262869,0.05087622222603518,0.03918345524431168
インフラ,企業,0.05200527129031321,0.05032897898759632,0.03330670195256719
エンジニア,業務,0.11574554089566413,0.10891538082490473,0.06271070274032041
エンジニア,システム,0.10598728411840103,0.09682496466747151,0.0946276560223483
エンジニア,開発,0.10119709277148468,0.09369341884881535,0.08008752391432471
エンジニア,入社,0.08615190989596633,0.0823624484320423,0.04600957761777498
エンジニア,案件,0.08590923697679453,0.07726035348966406,0.11194465332452204
エンジニア,プロジェクト,0.08559516905552093,0.08079410703092334,0.05942341837827382
エンジニア,キャリア,0.08010100733692924,0.07514860685836451,0.06590142765918065
エンジニア,残業,0.07934249850956686,0.07633938249372846,0.03933901372709055
エンジニア,研修,0.07799883617118479,0.07160618102427072,0.08927518624051868
エンジニア,でき,0.0761708656977856,0.07198029013739962,0.05821837550788961
エンジニア,リモート,0.07217878431875717,0.06800568019489059,0.061364052413082265
エンジニア,取得,0.07151948558669084,0.06863823140676542,0.04197739540884242
エンジニア,成長,0.06700614324807483,0.06444340702946377,0.03976723666145351
エンジニア,技術,0.06490368724701653,0.061353652638893655,0.05786182982482148
エンジニア,サポート,0.06375769417174991,0.06094623063165363,0.04613022841540744
エンジニア,月給,0.0637154972000862,0.058740136833398494,0.08470120491545749
エンジニア,データ,0.061586918980460606,0.05337787090901038,0.15379122343496301
エンジニア,サービス,0.05858342233467547,0.0546379051788341,0.07221208688230984
エンジニア,運用,0.05808392167818113,0.053423413248947206,0.0872371895729775
エンジニア,アップ,0.053135864496532854,0.05067215618725894,0.04862055406068146
エンジニア,グループ,0.05312765388444832,0.049593601978313806,0.07126023852189396
エンジニア,活躍,0.051000560470328395,0.048848857281062155,0.04404817858657294
エンジニア,支援,0.0497962650684061,0.047655645220741005,0.04491849470822914
エンジニア,中央,0.04963012788156199,0.04700795752675761,0.05578141431292364
エンジニア,自社,0.04871419622314458,0.04620551954739904,0.05429387441844604
エンジニア,企業,0.04740264385193892,0.04581618409725431,0.03462662345072268
エンジニア,社内,0.04738399025398207,0.04532892892184656,0.0453366400004448
エンジニア,テスト,0.046453426725278586,0.04315384062334342,0.07646100681361619
エンジニア,管理,0.045160071463572406,0.043247052862660854,0.04423465818553456
エンジニア,業界,0.044780195490230566,0.042945016271168125,0.04273322910101028
営業,登録,0.15712840359193284,0.13712044695294276,0.1459151941493921
営業,マッチ,0.1549458622123721,0.13526250989614547,0.14551964421878244
営業,月給,0.15039747089226527,0.1256825760473766,0.19664535548326353
営業,ポジション,0.13801725357271338,0.1231280201702051,0.12092481777848993
営業,公開,0.08005771994390173,0.07408633710866667,0.08060032481395968
営業,営業,0.07480853400243967,0.07060309560468898,0.059564504385150166
営業,社員,0.066554554208685,0.06298951005740104,0.056597426270425286
営業,入社,0.06604441522939618,0.06270768894019818,0.0532107999129118
営業,職種,0.06566113899545178,0.06239183652791845,0.0523995229098668
営業,対象,0.06018797170468305,0.057140816976126205,0.05332711168322933
営業,手当,0.058828221727967055,0.05601627578812066,0.05019873064183094
営業,中央,0.058135007038682567,0.05453934393356445,0.06592787602098887
営業,研修,0.05655355885961834,0.05368828269031341,0.053368743154488876
営業,企業,0.05642728069498984,0.05316176713001268,0.061425978504269875
営業,ビル,0.05419648196104296,0.04915483697654213,0.1025666098110917
営業,当社,0.05274063854153304,0.050154770205386376,0.0515577745757264
営業,事業,0.05254763702638659,0.050376745450912544,0.043093128705374115
営業,新規,0.051000983688672015,0.04899946063760772,0.04084785883394201
営業,支給,0.05050015306293417,0.049348375596395974,0.023339724005470897
営業,非公開,0.050143006143843843,0.047621026376685485,0.05295937444122538
営業,環境,0.049126879180994266,0.04692475404668663,0.046928858318930955
営業,労働,0.04894519476463881,0.04618960414145846,0.059658242896847305
営業,マッチング,0.04821435116481934,0.04593860589320439,0.049538840532198126
営業,働き,0.04778251323702681,0.045028153151615465,0.06116973254792546
営業,年収,0.04596953959861315,0.0441806896630645,0.04048940723177863
営業,会社,0.0455562637018883,0.04398876948697308,0.03563396369565242
営業,成長,0.0453015647025673,0.042809289350550374,0.058218096815589315
営業,賞与,0.04429044252896576,0.04295924062215324,0.030987556752249488
営業,年金,0.042707570718882155,0.04050008898779706,0.05450560199386759
営業,残業,0.04253902479903289,0.041069549700942995,0.035780160941383775
サービス,手当,0.11088690339234859,0.10213481852064757,0.08569149089868604
サービス,入社,0.10481725650533472,0.09807698635667421,0.06872427874311242
サービス,業務,0.10156059912380613,0.09646814635724632,0.052788956343176235
サービス,月給,0.09990513739392412,0.09286070495131533,0.07586020853817566
サービス,ホテル,0.09813249169215003,0.08333535242356585,0.17756136907389858
サービス,正社員,0.08384829739617801,0.0761718970773995,0.10077732882218199
サービス,研修,0.0831387007795158,0.0758372490237858,0.0962779089394442
サービス,賞与,0.08045633107616638,0.07570691173057989,0.06273428986891405
サービス,警備,0.07549479243544041,0.06360840065460022,0.1868682698907091
サービス,店舗,0.07417308947308947,0.06456521044892079,0.14880891671172858
サービス,制度,0.06478706560035567,0.06156068277458811,0.05240979599887405
サービス,取得,0.06366796210518919,0.06022165436263631,0.05722705194713302
サービス,働き,0.06309698118427534,0.06091243793085125,0.03586366475602269
サービス,スタッフ,0.061729833975307874,0.059184142732873604,0.043013062703707576
サービス,残業,0.05995057489780764,0.05750684729328096,0.042494550119637556
サービス,会社,0.059707158039888575,0.058024848975539854,0.028992907246650372
サービス,企業,0.055812608825192775,0.052036826910041946,0.07255980311171105
サービス,お客様,0.055476243654698276,0.05255173537396387,0.05565008005774278
サービス,できる,0.05542934367305155,0.05399929068869743,0.026482810535387993
サービス,運転,0.054106119023559704,0.049203278835031165,0.09964458273130102
サービス,作業,0.05369983465996054,0.0508365801887512,0.0563227199897861
サービス,商品,0.05326786088870252,0.05026228652940305,0.05979780401636181
サービス,機内,0.052804650897395417,0.04643804839446839,0.13709883862572927
サービス,環境,0.05126550943146483,0.04909633120328417,0.04418208397688918
サービス,営業,0.04919286886172457,0.045199815132932954,0.0883422579726934
サービス,ドライバー,0.048805626490709304,0.045431277417117555,0.0742737000901578
サービス,キャリア,0.04788778867963595,0.045454636152097105,0.05352924879647484
サービス,安心,0.04685708185896543,0.04555881229654094,0.028496562947560942
サービス,年収,0.046471912947492734,0.044342049652912476,0.048032585576259244
サービス,以上,0.046309694977722596,0.04518155232261405,0.024969099048504535
オフィス,月給,0.10005526312274454,0.09391643948586768,0.06536473987390252
オフィス,手当,0.09892017881397255,0.0931486932156037,0.06195992019995446
オフィス,入社,0.09249931876803458,0.0872872211058003,0.059712035693251474
オフィス,キャリア,0.08896605410744454,0.08444932268920494,0.05348451916970761
オフィス,営業,0.08839173294677306,0.08030775759385358,0.10066244650738691
オフィス,研修,0.08631667711407523,0.08128829600361762,0.06185861135819408
オフィス,ビル,0.08445477656785665,0.07558437462508354,0.11735761507285618
オフィス,働き,0.08424772611955535,0.07875824907042342,0.0697003439503003
オフィス,賞与,0.07621905713053659,0.07278921680376774,0.04712017078045153
オフィス,環境,0.07589961444838643,0.07292283467657922,0.04082095526057861
オフィス,支店,0.0749183316273941,0.06760322669531701,0.1082064464917591
オフィス,サポート,0.0724470691699971,0.0697076945726502,0.03929802318296261
オフィス,長生,0.0672913019485086,0.0624700881945731,0.07717635580918454
オフィス,比企,0.0672913019485086,0.0624700881945731,0.07717635580918454
オフィス,オフィス,0.06558035809440077,0.06044173163640741,0.08501785635304458
オフィス,以上,0.06234566218820526,0.05932190738734226,0.05097197534663535
オフィス,可能,0.060909679449991136,0.05841595858521352,0.04268903438672392
オフィス,採用,0.05951236865530368,0.056026956984925005,0.062209548009478415
オフィス,プロジェクト,0.05926158515928649,0.055891713005439214,0.060292876575805385
オフィス,企業,0.05750648902106955,0.05522315876639412,0.041347331548606425
オフィス,秩父,0.05708790610844386,0.053545789881062664,0.0661511621221582
オフィス,アップ,0.0566782500255373,0.05338395048147131,0.06170954967466086
オフィス,中央,0.055446115769553994,0.053075096400317344,0.044672916867701966
オフィス,支援,0.05394143227311747,0.051475411774067635,0.04790676585305479
オフィス,業界,0.05333249444660801,0.05166132460535543,0.032348567405477244
オフィス,グループ,0.05268888946035911,0.04908274715312491,0.07347066976475466
オフィス,知多,0.051760772020989824,0.04853382972192517,0.06648851569211497
オフィス,でき,0.05160432467556269,0.04916462857408139,0.04962299466587379
オフィス,事業,0.051000817446887135,0.048349005095942726,0.05484729925015428
オフィス,リモート,0.04743490402221874,0.04503740814197319,0.053233433697779074
その他,研修,0.12551652513976125,0.11624501896914241,0.07975830924058759
その他,動画,0.09187054046761386,0.08292510236894239,0.1078737058276069
その他,成長,0.07360365507392595,0.07106715554355002,0.03569158651385127
その他,制度,0.06864232120526831,0.06629647713451697,0.03538414365504782
その他,デザイン,0.06755756354842057,0.06224206785106627,0.08540037117779077
その他,会社,0.06680810055560768,0.06443531429445157,0.0368243142310619
その他,入社,0.06572839932577337,0.06311848764742008,0.04134940135023938
その他,キャリア,0.06503487426070036,0.06261449259969196,0.03865529465330693
その他,比企,0.06467484454019978,0.06018430025664414,0.0746132174737698
その他,社員,0.064130738130872,0.0616116606753627,0.04088637488254931
その他,プロジェクト,0.062196343079587456,0.059338031618702505,0.04816997434717807
その他,残業,0.06114805470649415,0.05807408879206999,0.05293179761167288
その他,環境,0.06092262916055276,0.05939431015238561,0.025731741041288312
その他,自分,0.06078080682103247,0.05769352256341335,0.053511800293105045
その他,制作,0.0602002548747598,0.05720509277829847,0.05235831201374398
その他,登録,0.05988440070934835,0.05308706618388801,0.12804125400177688
その他,当社,0.05922074459013756,0.057292009472732816,0.0336649933412214
その他,手当,0.05901253056389104,0.05594331676507029,0.054862921548067545
その他,ポジション,0.058860155954572155,0.05286649976629727,0.11337342579460631
その他,長生,0.0584796081062377,0.05441123590464061,0.07477081036584428
その他,可能,0.056009312885672034,0.053952957544517,0.03811385760378974
その他,月給,0.05575261991280538,0.05331245289681863,0.045771051290952144
その他,秩父,0.05488571846912363,0.051586543077123556,0.06395418640608842
その他,メトロ,0.05458285389831992,0.05045291308078279,0.081857331229308
その他,中央,0.05400447609610292,0.052042784002226436,0.03769383463022591
その他,マッチ,0.05398842088883886,0.04854416403955206,0.1121505943505591
その他,池袋,0.052034437798998516,0.04780994451620017,0.08836013774010751
その他,サイト,0.050932432621937085,0.047079154237822454,0.08184680558723775
その他,業務,0.0500161259803492,0.04844927323329439,0.032340067094712696
その他,以上,0.04979651883623716,0.04789363671980232,0.03973141834201252
